gene_idx,gene_name,fold0 probability,fold1 probability,fold2 probability,fold3 probability,fold4 probability,fold5 probability,fold6 probability,fold7 probability,fold8 probability,fold9 probability,average probability,cancer gene
9911,WDR11,0.8590269,0.52882665,0.62247014,0.8868722,0.95379347,0.88157743,0.8772437,0.81345105,0.9543637,0.55960333,0.79372287,1
5030,STUB1,0.75576186,0.7395914,0.792367,0.8781854,0.91406894,0.80504405,0.84815705,0.7632201,0.8066077,0.6341109,0.79371136,1
2069,RBMX,0.81741774,0.5576955,0.6802761,0.86151767,0.9033346,0.8267144,0.84730947,0.8466083,0.9043298,0.6917663,0.793697,1
5215,EIF3A,0.777361,0.68950194,0.73489136,0.90725094,0.90807027,0.80090004,0.8388017,0.7723152,0.86237884,0.6454362,0.7936908,1
467,LUC7L2,0.80927366,0.5976722,0.7090358,0.8736938,0.9041141,0.79999316,0.8159495,0.8706864,0.832136,0.72351027,0.7936065,1
3205,YWHAZ,0.7381008,0.6831922,0.7416814,0.83861524,0.9062828,0.7829781,0.89400357,0.7570332,0.86623657,0.72655046,0.7934674,1
5288,PYGM,0.82747656,0.6391876,0.70528454,0.877675,0.84496576,0.8420006,0.8917248,0.7899368,0.85505897,0.66068965,0.7934001,1
10551,STAC3,0.8117637,0.72426003,0.6289793,0.80911094,0.87239295,0.86894447,0.93765295,0.8115433,0.94207555,0.52253735,0.7929261,1
2130,SMARCC1,0.7525029,0.649029,0.73199487,0.81701726,0.8817889,0.82503396,0.92196935,0.80106795,0.8358274,0.7125841,0.7928816,1
3243,UBE2I,0.7398847,0.7381541,0.76721317,0.8169899,0.9271686,0.7795126,0.8960219,0.75498813,0.82797164,0.6794106,0.79273146,1
4707,PDCD6IP,0.75082856,0.6593845,0.7713573,0.8845848,0.95806813,0.791951,0.88911444,0.7124044,0.8982267,0.6105798,0.79265,1
7639,ICAM1,0.80637145,0.67374104,0.7138724,0.8332955,0.9568421,0.83952767,0.8874398,0.77170664,0.8379333,0.60497814,0.7925708,1
1890,EHMT1,0.8210289,0.4788999,0.66487575,0.9145722,0.851729,0.8359252,0.92065287,0.8498699,0.94033194,0.6452755,0.7923161,1
56,DOCK2,0.7672497,0.73296857,0.764995,0.8795578,0.86501807,0.876499,0.8069179,0.75453436,0.9658363,0.5071896,0.7920766,1
453,SRGN,0.875799,0.74617064,0.8855941,0.9121767,0.844664,0.7875729,0.6910404,0.6833005,0.8977704,0.59480023,0.7918889,1
6837,CARM1,0.79805756,0.5349518,0.6839928,0.90959567,0.9190651,0.811314,0.86280334,0.86570233,0.9119755,0.61306804,0.79105264,1
1451,GNG2,0.77820134,0.6859565,0.7927157,0.9381857,0.89888704,0.8754134,0.7863281,0.7999353,0.81235504,0.5412813,0.7909259,1
3679,SUPT16H,0.74392486,0.66702044,0.726021,0.80604964,0.9199643,0.80678,0.8874967,0.8000439,0.8818952,0.66886276,0.7908059,1
2094,MAP3K7,0.7848502,0.7075745,0.7581733,0.880404,0.9840402,0.79423285,0.8680501,0.85272455,0.68774384,0.5902371,0.7908031,1
385,PLCD1,0.80400634,0.58128417,0.7568065,0.88467234,0.84327006,0.8587249,0.8822105,0.81742036,0.9052743,0.5722214,0.79058915,1
2862,NAP1L1,0.87616867,0.63660616,0.75931275,0.9209265,0.6099644,0.8533631,0.7434698,0.8560523,0.875495,0.773782,0.7905141,1
4912,NDN,0.74166846,0.7173646,0.7481121,0.8715132,0.93814117,0.8727395,0.8714221,0.7867137,0.7858034,0.56889975,0.7902378,1
1010,MED9,0.83113587,0.6164962,0.7687965,0.9018853,0.9238772,0.8361075,0.7940861,0.80823594,0.79858875,0.6180761,0.7897285,1
5325,PCBP2,0.8893252,0.6346011,0.7378676,0.88714844,0.8191616,0.84509015,0.7526885,0.8440401,0.7814774,0.7049883,0.7896389,1
291,VCP,0.731573,0.7198889,0.75619304,0.8453227,0.94278854,0.7927469,0.84518117,0.7777189,0.8119014,0.67271554,0.78960305,1
7711,HHEX,0.7219519,0.7346243,0.6944697,0.84089863,0.9583244,0.8603277,0.90761364,0.7773203,0.8728579,0.5247025,0.78930914,1
1121,E2F4,0.80595094,0.49241942,0.73036945,0.8702595,0.82359344,0.8518545,0.9077536,0.86131406,0.9214995,0.6267447,0.78917587,1
10362,TRIM29,0.7865439,0.6825249,0.756444,0.82758635,0.88767654,0.8647097,0.83393806,0.7582987,0.8584016,0.6354198,0.7891544,1
335,RGS19,0.8110794,0.75161153,0.80223507,0.9007851,0.9091722,0.7803416,0.75426835,0.78168607,0.8582027,0.538843,0.78882253,1
1226,MEF2D,0.78313845,0.67545444,0.63671416,0.91085565,0.9306781,0.8324058,0.90692264,0.7615755,0.92914456,0.5201695,0.78870595,1
9074,FGA,0.8208985,0.59875906,0.70836514,0.84602153,0.89820534,0.8710717,0.89121157,0.79654485,0.803142,0.650101,0.7884321,1
728,HMGB2,0.7764587,0.6893874,0.7449596,0.9164141,0.9481531,0.8080718,0.8376013,0.7624001,0.90609854,0.4931361,0.78826797,1
4192,HTT,0.75116384,0.6828312,0.76190877,0.90651953,0.9114236,0.8248829,0.87275755,0.7600607,0.79862076,0.61109364,0.78812623,1
11434,EHHADH,0.7771504,0.61743927,0.7869138,0.9318143,0.87370414,0.8545752,0.7713315,0.7695175,0.8313578,0.6667045,0.7880509,1
735,PBX4,0.7790407,0.69473505,0.7522464,0.9130523,0.9079742,0.8316415,0.85992754,0.738895,0.8135938,0.58877593,0.7879883,1
574,HLA-C,0.85917795,0.7252521,0.86772823,0.9176399,0.8950203,0.8245637,0.7114847,0.71862566,0.7406014,0.6180832,0.7878177,1
11466,APOA1,0.82477504,0.5633319,0.75954527,0.89995426,0.9034447,0.8838759,0.87690514,0.746459,0.81713593,0.6017501,0.7877177,1
3620,DDX21,0.82757163,0.6872299,0.7279581,0.888572,0.7176584,0.83411205,0.7956453,0.8229897,0.8630523,0.7115934,0.7876383,1
7757,RREB1,0.82104665,0.50708705,0.6657188,0.8924498,0.9151637,0.8516521,0.93088233,0.8168644,0.9209566,0.55452996,0.7876352,1
207,FKBP8,0.78808904,0.793194,0.8207644,0.9326106,0.90053475,0.8235045,0.74670273,0.7239717,0.77374506,0.57201374,0.7875131,1
7958,EAF2,0.8568956,0.62479717,0.6708038,0.89819974,0.9508083,0.9006462,0.9052844,0.7843746,0.85842586,0.42438278,0.7874619,1
1939,RPL36,0.8580821,0.6027771,0.74326915,0.8700743,0.68579465,0.84621763,0.77501196,0.8291979,0.8607278,0.7964493,0.7867602,1
4757,PSMA3,0.78379565,0.6531733,0.7269323,0.833113,0.86823285,0.80629146,0.81497437,0.81854546,0.81364065,0.74645627,0.78651553,1
6877,RAPGEF2,0.7838667,0.700535,0.76990956,0.89361244,0.9256106,0.83246094,0.82746047,0.75536823,0.79223275,0.58407813,0.78651345,1
6855,TCERG1,0.859515,0.5271212,0.6885886,0.8515017,0.63477045,0.86962074,0.865496,0.87778455,0.8817326,0.8086934,0.78648245,1
4588,NDUFB1,0.92791533,0.5772539,0.7192099,0.9539575,0.29431054,0.8990207,0.796467,0.9139043,0.9175984,0.86253965,0.7862177,1
3676,YY1,0.7295579,0.7057916,0.74133396,0.8439898,0.9269171,0.769884,0.8886297,0.7805274,0.851743,0.62265116,0.7861026,1
2874,RPS2,0.8109446,0.65606266,0.7518094,0.857945,0.7246057,0.83256686,0.7834313,0.83140004,0.87673724,0.7348505,0.78603524,1
469,TCOF1,0.88875806,0.49810144,0.64554906,0.84984404,0.7663016,0.81944877,0.87741226,0.8915285,0.88524795,0.73641396,0.78586066,1
10226,KRT6A,0.79559445,0.6636916,0.6991627,0.7600575,0.8837219,0.87441313,0.85775113,0.75674415,0.9172955,0.64992833,0.78583604,1
1865,THOC6,0.8953507,0.4382368,0.62422407,0.9225474,0.56722486,0.9104099,0.8065864,0.9202575,0.9136077,0.85612863,0.7854574,1
1999,CALM3,0.76074797,0.72966665,0.7693566,0.91772944,0.9528824,0.79376006,0.8186332,0.7313679,0.8157111,0.56419414,0.7854049,1
9653,KRT13,0.80658805,0.63237494,0.7001517,0.81140935,0.87700874,0.91005355,0.8367812,0.7854066,0.7659073,0.7274439,0.7853125,1
377,SMARCC2,0.75869495,0.6350375,0.755728,0.8800859,0.88395196,0.78738356,0.8869947,0.76938367,0.8407209,0.650609,0.78485906,1
4136,COIL,0.7323147,0.6731728,0.76677203,0.8872445,0.9508829,0.8102438,0.8513603,0.80758476,0.8064075,0.56256914,0.78485525,1
3838,TK1,0.79245055,0.6774855,0.7412178,0.8570755,0.9612973,0.7992932,0.7642408,0.8197646,0.86476225,0.5704169,0.7848004,1
4939,PRPF31,0.8481372,0.5696689,0.7010283,0.85823417,0.7000624,0.8178654,0.8089193,0.8631851,0.8617989,0.8168466,0.7845746,1
4691,VAPA,0.77220774,0.6917462,0.75404286,0.86846936,0.902504,0.8234172,0.82239205,0.7807002,0.8020911,0.62273425,0.7840305,1
775,UBE2D2,0.7536847,0.6985731,0.7461736,0.8247939,0.9474986,0.79632396,0.8594985,0.7438365,0.809143,0.65951085,0.7839037,1
7176,SERPINF1,0.74638915,0.6827797,0.75693834,0.88749087,0.9263467,0.75508577,0.80392796,0.7531192,0.9558382,0.57037216,0.7838288,1
4756,PSMA1,0.76098025,0.6977557,0.7716188,0.86933696,0.911737,0.766841,0.749635,0.7655722,0.82451594,0.7102286,0.7828221,1
1953,FAU,0.9029519,0.5921073,0.7835842,0.9004196,0.659181,0.837586,0.7526963,0.8459328,0.8807026,0.6719032,0.78270644,1
3478,CD72,0.7933713,0.68090844,0.6547906,0.8139105,0.9151605,0.8539635,0.90556616,0.7600639,0.87670094,0.5690652,0.7823501,1
9938,TF,0.79587436,0.6233153,0.7544752,0.8504079,0.84735227,0.8480465,0.8312769,0.8240423,0.79238737,0.6533726,0.7820551,1
754,RING1,0.7412387,0.66278476,0.73226076,0.83023185,0.93334156,0.79565084,0.8911284,0.7688374,0.84055084,0.6239722,0.78199977,1
5142,SUMO3,0.81273746,0.61531246,0.7331628,0.8628819,0.8437042,0.806262,0.75688237,0.8242798,0.86232316,0.700602,0.7818148,1
421,ZNF512B,0.7737496,0.66220754,0.77438086,0.9210684,0.9504567,0.83682245,0.8239424,0.80091965,0.7496623,0.524422,0.7817632,1
306,SMURF2,0.780194,0.65388954,0.75402635,0.8901712,0.9648326,0.8033411,0.86613613,0.80650496,0.7400083,0.55758846,0.78166926,1
6418,CNN1,0.82516724,0.6560591,0.6165235,0.8374565,0.9498197,0.85640234,0.8265969,0.7765044,0.931577,0.54031587,0.78164226,1
8402,TAF9,0.7742019,0.6573325,0.7159181,0.8703137,0.87790895,0.809631,0.8560583,0.8000827,0.77508146,0.6774784,0.7814007,1
2870,RPS16,0.82787776,0.56451803,0.7281634,0.8524283,0.71768093,0.823731,0.71529675,0.85643286,0.90583605,0.82016313,0.78121287,1
3291,RBM25,0.82823217,0.56659937,0.6865637,0.89508075,0.65419096,0.8131659,0.7803474,0.87065387,0.91948605,0.7976513,0.7811972,1
3664,ETFDH,0.93613577,0.39047357,0.7126585,0.950095,0.4335162,0.9062885,0.72613174,0.9330822,0.92141134,0.900904,0.78106976,1
3259,CAPZA1,0.78479415,0.7843997,0.75755364,0.89625627,0.9466141,0.77278817,0.7919433,0.74048436,0.8128885,0.51976985,0.7807492,1
1108,SEMA4D,0.83913475,0.6712427,0.593067,0.85308826,0.91164833,0.8832971,0.9735546,0.7651373,0.89673096,0.42025805,0.7807158,1
4769,MPG,0.7722354,0.6855877,0.744875,0.8732282,0.8778803,0.7852204,0.86101866,0.75623614,0.89014584,0.5603855,0.7806813,1
2049,EIF3K,0.822182,0.6501152,0.6999295,0.8558504,0.8440755,0.7853665,0.79232424,0.80518156,0.84652,0.70173943,0.7803284,1
2016,EIF3D,0.7801667,0.67854846,0.72226346,0.8904095,0.88016224,0.7915065,0.78805906,0.7618292,0.83844274,0.6704704,0.7801859,1
650,ARHGDIB,0.85581887,0.6285924,0.8581451,0.8848786,0.8126099,0.78224385,0.6539899,0.742525,0.9390346,0.6378735,0.7795712,1
7,SNRNP200,0.8369768,0.5688209,0.7122189,0.85135627,0.7211751,0.80748516,0.8004154,0.8568511,0.8575034,0.7824795,0.77952826,1
501,RPS25,0.8727219,0.629143,0.7982975,0.9077632,0.7294371,0.86011297,0.66999567,0.8120235,0.80994564,0.70556515,0.7795006,1
3017,TSGA10,0.7623824,0.5832329,0.76135725,0.9215565,0.928992,0.8570899,0.8644926,0.7845061,0.75552344,0.57249355,0.7791627,1
225,MAP3K14,0.79256564,0.6090546,0.7567733,0.9058542,0.75927484,0.81575644,0.79576623,0.7973665,0.80418855,0.7546879,0.77912885,1
6052,COL4A2,0.8850135,0.7581939,0.77738786,0.8647351,0.84704614,0.7893344,0.6797723,0.7966785,0.8502595,0.54255986,0.77909815,1
3230,TLE1,0.7269722,0.68890935,0.7762358,0.8173848,0.90648335,0.80742973,0.8338909,0.79229563,0.787255,0.65320075,0.7790057,1
3637,MED4,0.7867158,0.6799487,0.745969,0.8746194,0.9154247,0.81328654,0.8591139,0.74454653,0.80343646,0.56264293,0.7785704,1
11664,CFTR,0.762419,0.6068306,0.7556169,0.8291104,0.89628094,0.78112984,0.8892054,0.8172105,0.78434736,0.6588041,0.77809554,1
4821,CYB5R3,0.7568095,0.6267515,0.7546535,0.8787574,0.9205652,0.77495515,0.84872466,0.74546796,0.863233,0.6108508,0.7780769,1
3294,SRSF6,0.85525364,0.54300815,0.6725567,0.8971119,0.5866906,0.8266071,0.8166111,0.8527068,0.92198664,0.80507827,0.7777611,1
5309,TSC22D1,0.7548332,0.7011897,0.7370283,0.84175354,0.92721844,0.7517361,0.8263894,0.75489396,0.8406978,0.6377769,0.77735174,1
101,RIN3,0.817091,0.62749904,0.6739591,0.8464323,0.87389296,0.8815365,0.7094591,0.8335563,0.9490115,0.5607612,0.7773199,1
9782,SOCS6,0.73181474,0.6805956,0.79411435,0.91890323,0.91950077,0.7960533,0.86697614,0.7627535,0.7409689,0.5601369,0.77718174,1
5115,FBXW11,0.7313032,0.7132829,0.7661587,0.88403255,0.9297727,0.77266043,0.8749174,0.7453931,0.80205846,0.55068696,0.77702665,1
7473,VWF,0.76025635,0.7296912,0.5866396,0.80779254,0.9239533,0.8600919,0.8373626,0.77232206,0.9665004,0.52354854,0.7768159,1
1861,CPSF6,0.8443229,0.47795236,0.6635528,0.88311315,0.66235685,0.8653119,0.80121356,0.86705536,0.8639604,0.836492,0.7765332,1
3246,PPP2CA,0.73316675,0.68722624,0.7525798,0.77509075,0.92814344,0.78235257,0.8979512,0.7658557,0.8076309,0.6350243,0.77650213,1
8349,CASP7,0.7604709,0.67936397,0.79313684,0.8458237,0.91416514,0.79547036,0.86793333,0.7722843,0.8264279,0.5096331,0.77647096,1
8339,MAP1LC3B,0.7639771,0.6466583,0.75853825,0.8342591,0.909206,0.81850153,0.8093746,0.7627908,0.82233775,0.6324509,0.7758094,1
7011,CD36,0.7824562,0.6898888,0.73147506,0.87416244,0.85281557,0.7918568,0.7400043,0.78894734,0.96048456,0.5459231,0.77580136,1
776,UBE2L6,0.77717,0.70598644,0.7732302,0.90007246,0.8788164,0.79366755,0.8222664,0.780406,0.81568784,0.5098804,0.7757184,1
4603,CSNK2A1,0.72147584,0.68351126,0.72267306,0.7726375,0.9277894,0.76752156,0.8734511,0.7740393,0.8116301,0.7021712,0.7756901,1
1864,THOC5,0.9003423,0.39993203,0.62382907,0.88438773,0.7838195,0.895452,0.7373744,0.89600277,0.8516451,0.781463,0.7754248,1
5334,PINK1,0.7834228,0.6224874,0.656781,0.86945933,0.89178884,0.81587946,0.7999537,0.77346766,0.9000409,0.6384414,0.7751723,1
7779,SREBF2,0.7491981,0.6338293,0.7639624,0.8838523,0.873352,0.8231235,0.8928299,0.71718097,0.7947031,0.6193582,0.775139,1
7511,RAMP2,0.81286854,0.6203247,0.7319234,0.84178865,0.7830396,0.78631747,0.8833165,0.7774009,0.9432204,0.5696036,0.7749803,1
390,GATAD2B,0.82344484,0.58359706,0.75363624,0.86471456,0.89825255,0.8547552,0.8807792,0.7689444,0.76165557,0.55887306,0.77486527,1
8013,BLOC1S2,0.8331503,0.585992,0.72372913,0.8923466,0.78421056,0.8889713,0.84265953,0.79893965,0.8684487,0.52989984,0.77483475,1
31,SF3B4,0.8110326,0.61396664,0.7198367,0.8511054,0.71228087,0.80558693,0.74486166,0.84104186,0.8704053,0.7767885,0.7746906,1
8075,CYBB,0.78956354,0.66382146,0.7820625,0.85566217,0.88733345,0.8028899,0.7768211,0.7501284,0.8840057,0.5499876,0.77422756,1
5147,PRKAB2,0.75149333,0.5891037,0.79927975,0.9280697,0.872842,0.8242847,0.75342727,0.7992021,0.85035187,0.573238,0.7741292,1
3305,LILRB1,0.9055912,0.69174194,0.6909435,0.89916974,0.90571487,0.87871826,0.68528044,0.801202,0.74374527,0.53636163,0.77384686,1
10334,LAMA1,0.779459,0.66578007,0.76082176,0.7839442,0.85180783,0.8319565,0.75252163,0.8233495,0.8031306,0.683858,0.7736629,1
9582,CLEC7A,0.81760216,0.6845277,0.7881777,0.7945926,0.8378447,0.8492174,0.7481629,0.74936813,0.94674045,0.5186868,0.77349204,1
8230,PNP,0.7658313,0.598401,0.69024074,0.8914147,0.90722317,0.8165247,0.8980089,0.7410011,0.90234935,0.5227525,0.77337474,1
3397,SKIL,0.71923107,0.71862894,0.7442116,0.8901032,0.9472203,0.80936766,0.87208605,0.7368087,0.7410949,0.5531374,0.773189,1
1155,GIMAP1,0.79027337,0.7557557,0.796665,0.8986472,0.9252533,0.8308235,0.6303244,0.73332846,0.8828838,0.48753282,0.7731487,1
840,BHLHE40,0.79886496,0.5866623,0.710504,0.8672821,0.94354135,0.7875639,0.8303728,0.719792,0.8934338,0.59200996,0.7730027,1
9518,C9orf72,0.71749735,0.6387639,0.6908479,0.79467887,0.93734795,0.86346966,0.8556193,0.76708513,0.90991753,0.5545681,0.7729796,1
5346,ITGA5,0.7839547,0.6613652,0.7657631,0.8383318,0.8882971,0.8877093,0.7836287,0.82014185,0.8868972,0.41244903,0.77285373,1
5377,NEDD8,0.75732267,0.64187527,0.7290852,0.84302896,0.8615216,0.78771955,0.795927,0.799681,0.855875,0.6533285,0.7725365,1
3296,DDX46,0.87239575,0.51396793,0.66369116,0.9084295,0.50800645,0.8519862,0.8103232,0.8811942,0.89830583,0.80986404,0.7718165,1
2953,IK,0.8697144,0.55087453,0.6893168,0.87573594,0.5356632,0.8250201,0.76140976,0.88015115,0.88561255,0.8408907,0.77143896,1
4539,SQSTM1,0.74214923,0.69960594,0.7140649,0.7578777,0.9173169,0.75883275,0.840615,0.7442149,0.8585461,0.68113774,0.7714361,1
8020,TLR10,0.72263044,0.72695863,0.6796633,0.72901803,0.83720654,0.8396208,0.8373421,0.71536785,0.9404027,0.68424594,0.77124566,1
2125,LENG8,0.77074325,0.6688216,0.7348881,0.8706371,0.8915981,0.8290314,0.79225904,0.7644453,0.8669483,0.5169106,0.7706283,1
304,MARK2,0.7538337,0.62999964,0.74562955,0.8484657,0.9223672,0.8264971,0.8980547,0.7302444,0.774872,0.5736028,0.77035666,1
3689,THOC1,0.8471782,0.5307876,0.7054388,0.90035266,0.54709595,0.89195734,0.76135844,0.8892278,0.8590598,0.7693957,0.77018523,1
12016,SCN3B,0.7767474,0.5853682,0.74594295,0.80813354,0.79643905,0.8605745,0.7964352,0.8105387,0.8547779,0.66613877,0.77010965,1
2037,PSMD6,0.76599634,0.5392164,0.6755446,0.82395643,0.87685674,0.8114158,0.8566526,0.84371954,0.8308075,0.67422926,0.7698395,1
10939,PCK2,0.77844894,0.61883366,0.7002314,0.8627562,0.92593396,0.8339274,0.8938125,0.77239865,0.7872647,0.5207067,0.7694315,1
8404,TAF12,0.78654283,0.54660434,0.66600263,0.8036187,0.91408175,0.8428097,0.90338296,0.7951925,0.83396375,0.60034794,0.7692547,1
7681,EFTUD2,0.8465176,0.57657737,0.6739241,0.8252525,0.61191523,0.8057748,0.84387785,0.87598145,0.89066887,0.7409583,0.7691448,1
147,EEF1G,0.80024195,0.7534837,0.7648975,0.8439178,0.9275785,0.73868114,0.7282091,0.6874742,0.83023745,0.6103752,0.76850975,1
599,TAF6,0.7851094,0.4524307,0.68579787,0.8297454,0.9092052,0.7895579,0.8604578,0.86638075,0.83141124,0.6749444,0.768504,1
4784,PSMD7,0.8023712,0.4843411,0.67886585,0.83108294,0.8645992,0.80839366,0.81201625,0.81000096,0.86146945,0.73154837,0.7684688,1
11548,AHSG,0.77865314,0.65362483,0.73794955,0.7501224,0.88273597,0.85877055,0.81861216,0.77904963,0.7609138,0.66129607,0.76817286,1
11418,PLG,0.7518757,0.69343257,0.7408998,0.8335541,0.8678977,0.824326,0.88763314,0.7501072,0.7152255,0.61481863,0.76797706,1
2856,HMGB1,0.7274531,0.6579244,0.7553036,0.86476445,0.9170742,0.77960247,0.7989854,0.73843145,0.8472006,0.5861182,0.76728576,1
53,WIPF1,0.7699153,0.7279073,0.829759,0.8976926,0.8448002,0.78510064,0.6925637,0.6857983,0.90044445,0.5361347,0.7670115,1
9190,MAP3K11,0.7812354,0.65482783,0.7336169,0.806748,0.94207746,0.80902904,0.84101516,0.7536616,0.8109442,0.5335806,0.7666736,1
10135,FGFBP1,0.7914335,0.71152985,0.6687823,0.6977881,0.8513901,0.8859606,0.81349504,0.78892404,0.75227076,0.7041701,0.76657444,1
4683,HADHA,0.76107603,0.60320145,0.747072,0.86403114,0.87244666,0.770473,0.8409829,0.7578198,0.7966267,0.6510372,0.7664767,1
3228,ACTA1,0.7105014,0.6187602,0.7752153,0.9240236,0.8091953,0.7797602,0.8334325,0.75374717,0.8144304,0.6441592,0.7663225,1
586,TAF10,0.8057684,0.5015883,0.68070453,0.8318524,0.85783255,0.8393175,0.8467803,0.8164456,0.8080488,0.6733986,0.76617366,1
274,CCL5,0.82153493,0.72485304,0.83038825,0.9030216,0.76390713,0.79078794,0.5927621,0.68662965,0.9137557,0.6329422,0.76605827,1
810,GNA13,0.8528029,0.51112837,0.67398936,0.8572588,0.9481844,0.82960767,0.8358274,0.8411973,0.89939964,0.41110274,0.76604986,1
6464,ENG,0.7837909,0.68798095,0.7904853,0.9015472,0.81720114,0.7801931,0.8550629,0.72184086,0.8847127,0.43604457,0.76588595,1
4760,LDOC1,0.73861575,0.6147526,0.7575771,0.8878116,0.8142904,0.7858655,0.8214323,0.7622349,0.82144976,0.65166485,0.76556945,1
9656,MTUS2,0.770656,0.67354506,0.7906064,0.82619935,0.8480202,0.8751323,0.7792711,0.7581096,0.6702862,0.66340053,0.7655227,1
5102,JAGN1,0.7483434,0.6263314,0.69265854,0.8209712,0.91391087,0.7929754,0.8717188,0.7910428,0.82683605,0.5666179,0.76514065,1
513,TNFRSF10A,0.7577047,0.6627383,0.6754474,0.83487695,0.8641554,0.813373,0.8643487,0.75162506,0.8061533,0.61930615,0.7649729,1
7890,SIRPB1,0.85040075,0.6644971,0.48913473,0.80200005,0.7978724,0.87800556,0.89896595,0.7514035,0.9063091,0.61000013,0.7648589,1
577,HLA-F,0.8896897,0.5801663,0.78776324,0.906859,0.72671276,0.84449995,0.7985547,0.7587719,0.8043464,0.549981,0.76473457,1
2904,ZNF655,0.74726814,0.6411618,0.7801306,0.8794071,0.9463241,0.7830714,0.7253071,0.79402447,0.76987153,0.5793153,0.7645882,1
598,MAGOH,0.7884107,0.5597755,0.69313234,0.8236954,0.89182806,0.7513232,0.7469071,0.8120129,0.8480947,0.7269673,0.76421475,1
4759,GOLGA2,0.7267035,0.67603606,0.77529293,0.8165888,0.90307254,0.74726564,0.8308803,0.7371202,0.78837705,0.63783485,0.7639172,1
7115,NFIL3,0.75992477,0.62440073,0.6610981,0.8792968,0.9210801,0.8545617,0.9377563,0.7395669,0.8901959,0.36870152,0.7636583,1
4384,BIRC2,0.74596596,0.5845872,0.7155157,0.873843,0.9151479,0.77485865,0.811969,0.7806335,0.81362873,0.62025815,0.76364076,1
197,ARHGEF6,0.7205398,0.76436716,0.7993516,0.87457985,0.93525815,0.7968202,0.8595396,0.7321868,0.76213855,0.39077625,0.7635557,1
266,CD81,0.793021,0.6251401,0.7139232,0.87328964,0.87277055,0.7629699,0.87257946,0.7595571,0.81048447,0.5512877,0.7635023,1
923,CD48,0.68801403,0.7288546,0.85261196,0.89694536,0.80173993,0.7733515,0.75028235,0.6814431,0.8840323,0.57682204,0.76340973,1
3337,FCGR3A,0.7676274,0.6944949,0.7567139,0.8570737,0.870188,0.82350814,0.78295636,0.6790915,0.94578886,0.45598856,0.76334316,1
5891,F10,0.7691934,0.6442575,0.72056943,0.8434921,0.84238887,0.80740845,0.83114314,0.75373477,0.7253422,0.6956184,0.76331484,1
1294,ALDOA,0.75202733,0.7178607,0.74940324,0.836553,0.86182386,0.8151369,0.82671183,0.7482197,0.7718466,0.5526852,0.76322687,1
9,ALYREF,0.80466074,0.55135745,0.62656343,0.8045769,0.6249562,0.81730574,0.8535037,0.86989754,0.8694732,0.80829155,0.76305854,1
8395,BIK,0.75705236,0.6187053,0.72584283,0.8271615,0.8402497,0.80073744,0.7668688,0.79123205,0.8515449,0.6505325,0.76299274,1
5802,USP9X,0.75459325,0.64396167,0.74828464,0.85781693,0.9170214,0.7277034,0.8461376,0.77126986,0.77122545,0.59069645,0.7628711,1
3425,IRF8,0.8058515,0.55611193,0.6354757,0.8294648,0.92232037,0.8419961,0.9020873,0.7851505,0.8798802,0.47028694,0.76286256,1
3818,TOPBP1,0.77913713,0.47774273,0.63113713,0.8040727,0.9315187,0.8262044,0.91491604,0.82057,0.8439481,0.59808964,0.7627336,1
3480,CHMP1B,0.7607756,0.58656645,0.7304809,0.84224534,0.870254,0.7969594,0.8976318,0.7006198,0.89152837,0.5498386,0.76269,1
5029,PRKAA2,0.7497783,0.59994215,0.7632371,0.81537205,0.8789151,0.811296,0.77375126,0.8292253,0.8400837,0.56479967,0.7626401,1
5449,PLSCR4,0.7305604,0.6475139,0.8064563,0.87381834,0.8367314,0.81083864,0.8848832,0.7055593,0.7087881,0.6206305,0.762578,1
190,PSMB9,0.8334148,0.70063704,0.8360222,0.92191595,0.8068026,0.7933297,0.61776406,0.7028843,0.90328175,0.5093919,0.7625444,1
5187,CYFIP1,0.7509749,0.61429256,0.7040277,0.86127967,0.8985689,0.8011301,0.8955461,0.7418208,0.8096497,0.5479245,0.7625215,1
341,IL2RA,0.78915894,0.6873387,0.68158937,0.84043545,0.9543863,0.85209453,0.8601114,0.75599545,0.6692089,0.5348501,0.76251686,1
1201,ERN1,0.8255319,0.5920481,0.6620166,0.8477344,0.93677413,0.83928263,0.8605718,0.7466953,0.8412008,0.4732625,0.7625118,1
67,MECP2,0.7861237,0.6304679,0.70635635,0.86573046,0.9438627,0.8467027,0.74481165,0.77408457,0.8937567,0.43298554,0.76248825,1
4954,SRSF4,0.84198946,0.5202291,0.6579983,0.82025254,0.6728199,0.8095307,0.81128496,0.8388648,0.8541737,0.7963359,0.7623479,1
11162,MRPL45,0.9094741,0.45526114,0.66585666,0.9153236,0.39253378,0.8896758,0.74170685,0.903606,0.8766625,0.8728424,0.76229423,1
3293,WTAP,0.79425013,0.52715296,0.67299145,0.7870725,0.78681904,0.77789104,0.8595167,0.82669187,0.84880626,0.7416172,0.76228094,1
8668,SIRT1,0.7653925,0.6136952,0.7695603,0.87960404,0.8790138,0.7765589,0.8716377,0.7002466,0.793647,0.5726558,0.76220113,1
576,HLA-E,0.8295177,0.5972467,0.8585886,0.8835527,0.7944281,0.7936512,0.64845365,0.7004342,0.90697753,0.6078894,0.762074,1
3536,OAZ1,0.8387688,0.62610984,0.7556313,0.88676864,0.7612537,0.83459085,0.891615,0.68660975,0.78981024,0.5462192,0.7617377,1
